scope,method,variant,seed,top1_hit,top3_hit,top5_hit,mrr,recall_at_1,recall_at_3,recall_at_5,notes
all_scope,Sequence-BiGRU,clean_phase0d,45,0.5333333333333333,0.8,0.8666666666666667,0.679604377104377,0.40555555555555556,0.7888888888888889,0.8555555555555555,clean_split_baseline
all_scope,Sequence-BiGRU,clean_phase0d,46,0.5333333333333333,0.8,0.8666666666666667,0.6861531986531986,0.4388888888888889,0.7388888888888888,0.8555555555555555,clean_split_baseline
all_scope,CallGraph-GAT,clean_phase0d,42,0.6333333333333333,0.8333333333333334,0.9333333333333333,0.7406481481481482,0.5055555555555555,0.7777777777777779,0.9055555555555554,clean_split_baseline
all_scope,CallGraph-GAT,clean_phase0d,43,0.6,0.8333333333333334,0.9,0.7194444444444446,0.49444444444444446,0.7944444444444444,0.8722222222222221,clean_split_baseline
all_scope,CallGraph-GAT,clean_phase0d,44,0.5666666666666667,0.8333333333333334,0.9,0.7077922077922079,0.46111111111111114,0.7944444444444445,0.8722222222222221,clean_split_baseline
all_scope,CallGraph-GAT,clean_phase0d,45,0.5666666666666667,0.8666666666666667,0.9333333333333333,0.7138888888888888,0.4388888888888889,0.8277777777777778,0.9055555555555554,clean_split_baseline
all_scope,CallGraph-GAT,clean_phase0d,46,0.5666666666666667,0.8333333333333334,0.9333333333333333,0.7083333333333334,0.46111111111111114,0.7777777777777779,0.9055555555555554,clean_split_baseline
all_scope,Pairwise-RGCN,clean_phase0d,42,0.4666666666666667,0.7333333333333333,0.8333333333333334,0.6294588744588744,0.33888888888888885,0.6944444444444444,0.8222222222222222,clean_split_baseline
all_scope,Pairwise-RGCN,clean_phase0d,43,0.4666666666666667,0.7333333333333333,0.8,0.6279244829244829,0.33888888888888885,0.6777777777777777,0.7722222222222221,clean_split_baseline
all_scope,Pairwise-RGCN,clean_phase0d,44,0.5666666666666667,0.7333333333333333,0.8333333333333334,0.6856228956228955,0.4388888888888889,0.711111111111111,0.8222222222222222,clean_split_baseline
all_scope,Pairwise-RGCN,clean_phase0d,45,0.5666666666666667,0.7666666666666667,0.8333333333333334,0.6866161616161615,0.4388888888888889,0.7277777777777777,0.8055555555555555,clean_split_baseline
all_scope,Pairwise-RGCN,clean_phase0d,46,0.6,0.7666666666666667,0.8,0.7079785954785954,0.4722222222222222,0.7277777777777777,0.7888888888888889,clean_split_baseline
all_scope,Pairwise-GAT,clean_phase0d,42,0.43333333333333335,0.6666666666666666,0.8333333333333334,0.6067989417989419,0.3222222222222222,0.6277777777777778,0.8055555555555555,clean_split_baseline
all_scope,Pairwise-GAT,clean_phase0d,43,0.4666666666666667,0.7333333333333333,0.9,0.638148148148148,0.3611111111111111,0.7333333333333333,0.8888888888888888,clean_split_baseline
all_scope,Pairwise-GAT,clean_phase0d,44,0.5,0.6666666666666666,0.9,0.6436988304093567,0.3944444444444445,0.6277777777777778,0.8555555555555555,clean_split_baseline
all_scope,Pairwise-GAT,clean_phase0d,45,0.5333333333333333,0.7,0.8,0.6573280423280425,0.40555555555555556,0.6777777777777777,0.7888888888888889,clean_split_baseline
all_scope,Pairwise-GAT,clean_phase0d,46,0.5666666666666667,0.8,0.9333333333333333,0.7044444444444444,0.46111111111111114,0.7888888888888889,0.9222222222222222,clean_split_baseline
all_scope,Current HyperVul,clean_phase0d,42,0.5333333333333333,0.8,0.9333333333333333,0.6875,0.41111111111111115,0.7777777777777778,0.9222222222222222,clean_split_baseline
all_scope,Current HyperVul,clean_phase0d,43,0.43333333333333335,0.8333333333333334,0.9333333333333333,0.6489285714285714,0.3277777777777778,0.8111111111111111,0.9222222222222222,clean_split_baseline
all_scope,Current HyperVul,clean_phase0d,44,0.5333333333333333,0.7666666666666667,0.9333333333333333,0.6953703703703703,0.4277777777777778,0.7666666666666667,0.9222222222222222,clean_split_baseline
all_scope,Current HyperVul,clean_phase0d,45,0.43333333333333335,0.8,0.9333333333333333,0.6440211640211639,0.3277777777777778,0.8,0.9111111111111112,clean_split_baseline
all_scope,Current HyperVul,clean_phase0d,46,0.5333333333333333,0.7666666666666667,0.9666666666666667,0.6930555555555554,0.41111111111111115,0.7666666666666667,0.9444444444444445,clean_split_baseline
all_scope,HyperVul risk-vs-safety,concat,42,0.5333333333333333,0.9,0.9666666666666667,0.7163636363636363,0.4388888888888889,0.8111111111111111,0.9555555555555555,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,concat,43,0.5333333333333333,0.8333333333333334,0.9333333333333333,0.6985858585858584,0.40555555555555556,0.7888888888888889,0.9055555555555554,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,concat,44,0.5333333333333333,0.8,0.9,0.691125541125541,0.40555555555555556,0.7388888888888888,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,concat,45,0.5333333333333333,0.8,0.9,0.6988636363636364,0.40555555555555556,0.7277777777777777,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,concat,46,0.5333333333333333,0.9,0.9666666666666667,0.7235858585858586,0.40555555555555556,0.8444444444444444,0.9388888888888888,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,subtractive,42,0.4666666666666667,0.7666666666666667,0.9,0.6558080808080807,0.3611111111111111,0.7222222222222221,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,subtractive,43,0.4666666666666667,0.8,0.9,0.6653318903318902,0.3611111111111111,0.7444444444444444,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,subtractive,44,0.5333333333333333,0.7666666666666667,0.9,0.6893939393939393,0.4277777777777778,0.7222222222222221,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,subtractive,45,0.5,0.7666666666666667,0.9,0.6744588744588744,0.3944444444444445,0.7222222222222221,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,subtractive,46,0.5,0.8,0.9333333333333333,0.6863636363636363,0.3944444444444445,0.7555555555555554,0.8888888888888888,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,gated,42,0.5,0.8333333333333334,0.9333333333333333,0.6874747474747475,0.4277777777777778,0.7722222222222221,0.9055555555555554,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,gated,43,0.5666666666666667,0.8,0.9,0.7105699855699855,0.46111111111111114,0.7555555555555554,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,gated,44,0.4666666666666667,0.8,0.9,0.6583477633477633,0.3777777777777778,0.7555555555555554,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,gated,45,0.43333333333333335,0.8333333333333334,0.9,0.6516414141414141,0.3277777777777778,0.7777777777777778,0.8722222222222221,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,gated,46,0.4666666666666667,0.8333333333333334,0.9666666666666667,0.6752525252525252,0.3777777777777778,0.7777777777777778,0.9388888888888888,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,rule_suppression,42,0.3333333333333333,0.8,0.9666666666666667,0.5669191919191918,0.24444444444444444,0.711111111111111,0.8944444444444445,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,rule_suppression,43,0.36666666666666664,0.8666666666666667,0.9666666666666667,0.6172222222222222,0.2777777777777778,0.7944444444444444,0.9055555555555554,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,rule_suppression,44,0.4666666666666667,0.8333333333333334,0.9666666666666667,0.6588888888888889,0.3611111111111111,0.7611111111111111,0.8777777777777779,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,rule_suppression,45,0.4666666666666667,0.9,0.9666666666666667,0.6696969696969696,0.33888888888888885,0.8111111111111111,0.9055555555555554,phase1b_clean_no_augmentation
all_scope,HyperVul risk-vs-safety,rule_suppression,46,0.4666666666666667,0.8666666666666667,0.9666666666666667,0.656111111111111,0.3611111111111111,0.7777777777777778,0.9111111111111112,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,concat,42,0.5625,0.875,0.9375,0.740625,0.5,0.8020833333333333,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,concat,43,0.625,0.875,0.9375,0.771875,0.5208333333333333,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,concat,44,0.5625,0.875,0.875,0.7339285714285715,0.5,0.8020833333333333,0.8541666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,concat,45,0.625,0.875,0.9375,0.771875,0.5208333333333333,0.8020833333333333,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,concat,46,0.6875,0.875,0.9375,0.803125,0.5833333333333333,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,subtractive,42,0.5,0.875,0.9375,0.6989583333333333,0.4375,0.8333333333333333,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,subtractive,43,0.5,0.875,0.9375,0.709375,0.4375,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,subtractive,44,0.5625,0.875,0.9375,0.740625,0.5,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,subtractive,45,0.5625,0.875,0.9375,0.740625,0.5,0.8020833333333333,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,subtractive,46,0.5,0.875,0.9375,0.6989583333333333,0.4375,0.8541666666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,gated,42,0.625,0.875,0.9375,0.771875,0.5625,0.8020833333333333,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,gated,43,0.5625,0.875,0.9375,0.740625,0.53125,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,gated,44,0.5625,0.875,0.9375,0.740625,0.5,0.8020833333333333,0.8958333333333333,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,gated,45,0.5625,0.875,0.9375,0.740625,0.5,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,gated,46,0.5,0.875,0.9375,0.709375,0.4375,0.8229166666666666,0.9166666666666666,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,rule_suppression,42,0.3125,0.875,0.9375,0.6052083333333333,0.28125,0.8020833333333333,0.8958333333333333,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,rule_suppression,43,0.3125,0.875,0.9375,0.6052083333333333,0.28125,0.8020833333333333,0.8958333333333333,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,rule_suppression,44,0.4375,0.875,0.9375,0.6677083333333333,0.375,0.8333333333333333,0.8958333333333333,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,rule_suppression,45,0.375,0.8125,0.9375,0.6111111111111112,0.34375,0.7395833333333333,0.8645833333333333,phase1b_clean_no_augmentation
reentrancy_only,HyperVul risk-vs-safety,rule_suppression,46,0.3125,0.9375,0.9375,0.6104166666666666,0.28125,0.8645833333333333,0.8958333333333333,phase1b_clean_no_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:gated,42,0.75,1.0,1.0,0.8645833333333333,0.6770833333333333,0.9479166666666666,1.0,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:rule_suppression,42,0.9375,1.0,1.0,0.9583333333333333,0.8333333333333333,0.9791666666666666,0.9791666666666666,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_contrastive:contrastive,42,0.75,1.0,1.0,0.8645833333333333,0.6770833333333333,0.9479166666666666,0.9791666666666666,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:gated,43,0.8125,1.0,1.0,0.8854166666666666,0.7083333333333333,0.9791666666666666,1.0,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:rule_suppression,43,0.8125,1.0,1.0,0.8958333333333333,0.7083333333333333,1.0,1.0,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_contrastive:contrastive,43,0.875,1.0,1.0,0.9166666666666666,0.7708333333333333,1.0,1.0,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:gated,42,0.7666666666666667,0.9666666666666667,1.0,0.8694444444444444,0.6222222222222221,0.9555555555555555,1.0,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:rule_suppression,42,0.7666666666666667,1.0,1.0,0.8666666666666666,0.6444444444444444,0.9777777777777779,1.0,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:gated,43,0.8333333333333334,0.9666666666666667,1.0,0.8972222222222221,0.6888888888888888,0.9555555555555555,1.0,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:rule_suppression,43,0.7333333333333333,0.9666666666666667,1.0,0.8472222222222221,0.611111111111111,0.9555555555555555,1.0,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:gated,44,0.8125,1.0,1.0,0.8958333333333333,0.75,0.9583333333333333,1.0,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:gated,45,0.875,1.0,1.0,0.9375,0.7708333333333333,0.9791666666666666,0.9791666666666666,shortcut_leaky_targeted_augmentation
reentrancy_only,HyperVul targeted augmentation,shortcut_aug_bce:gated,46,0.875,1.0,1.0,0.9375,0.7708333333333333,0.9791666666666666,1.0,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:gated,44,0.7333333333333333,0.9333333333333333,1.0,0.8444444444444444,0.5888888888888888,0.9222222222222222,0.9888888888888888,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:gated,45,0.8666666666666667,1.0,1.0,0.9222222222222223,0.7222222222222222,0.9888888888888888,1.0,shortcut_leaky_targeted_augmentation
all_scope,HyperVul targeted augmentation,shortcut_aug_bce:gated,46,0.7666666666666667,1.0,1.0,0.8722222222222221,0.6222222222222221,0.9777777777777779,0.9888888888888888,shortcut_leaky_targeted_augmentation
